w,x,y,z,time
0.9975581150706562,-0.014643631661271793,-0.03063075496668739,0.06103382634751853,10.384615424
0.9974623808524877,-0.014737260673633306,-0.03099269893378401,0.06237839806153899,10.461538432
0.9974585602224558,-0.014885832569316157,-0.03125372890047596,0.06227388744473554,10.538461568
0.9974544461112005,-0.015034511159547568,-0.03152086295642411,0.06216933814730596,10.615384576
0.9974503812716065,-0.015183061050772828,-0.03178182381419304,0.062065507597208844,10.692307688
0.9974460317730216,-0.015330509759139802,-0.032048836351620556,0.0619617725640954,10.77227712
0.9974416321368436,-0.015478070886101373,-0.03231589625101324,0.06185711479957712,10.852246528
0.9974371795067755,-0.015626173383531977,-0.03258302127574813,0.06175145639983373,10.932215808
0.9974326197637193,-0.01577471158397509,-0.03285015217327119,0.06164572173248386,11.012185216
0.9974279017070545,-0.015921498422457884,-0.0331171268186229,0.061541390100689576,11.092154624
0.9974230386416735,-0.016067165491154854,-0.0333839802493493,0.06143808299907727,11.172123904
0.9974177002227524,-0.01621310601239799,-0.03365072799699471,0.06134081007827301,11.252093312
0.9973715100909001,-0.01638832336982453,-0.033833057033066355,0.061942053307271795,11.33206272
0.9970571330915202,-0.016274164017100707,-0.033387355640441804,0.06706347306993415,11.412032
0.9968768877995823,-0.01696184389618987,-0.03236150351996996,0.07001070998488255,11.492001408
0.9965514371345089,-0.01800422302173325,-0.032233628528369744,0.07431066067815381,11.571970816
0.9961303390642806,-0.018617017415804366,-0.033057691888084176,0.07927763407956524,11.651940096
0.995951493397014,-0.018223922005503036,-0.033537987857258075,0.08138620790700028,11.731909504
0.9958505555424544,-0.01806364745622422,-0.034151920771870604,0.08239552156491263,11.811878912
0.9958281028253153,-0.018269156289022374,-0.0344074784650474,0.08251516816620905,11.89184832
0.9958294563855459,-0.018412141809160513,-0.03460441271069404,0.0823845947360024,11.9718176
0.9958261942188991,-0.018542060413033527,-0.03487352745040802,0.0822813465270752,12.051787008000002
0.9958323322679233,-0.018689939015304562,-0.03510889512154992,0.08207324577946404,12.131756416
0.9958265484660876,-0.018838421689552864,-0.0353727179057337,0.0819961588510527,12.211725696
0.9958195714362491,-0.01897864590515649,-0.03562360884321117,0.08193992090011816,12.291695104
0.9958137001071312,-0.019110107930316266,-0.03585562252604221,0.08187950162956723,12.371664512
0.9958114611944454,-0.019244121478561728,-0.036095087630458676,0.08177005681330593,12.451633792
0.9958095665641669,-0.01940943282782548,-0.03635451601121489,0.08163902389285702,12.5316032
0.9958070342218763,-0.01959087346212084,-0.03661380968757873,0.08151059570009023,12.611572608
0.9958041248933165,-0.019774328697951288,-0.03690360172960429,0.08137103261839558,12.691541888
0.9958018674383561,-0.019966645461630666,-0.03717784737667091,0.08122672921969327,12.771511296000002
0.9957928686102328,-0.020192942832324198,-0.03746778223561771,0.08114784765549135,12.851480704
0.9957778362451473,-0.020416623469487565,-0.03774139092578197,0.08114955169331112,12.931449984
0.9957772382538241,-0.02062159158999256,-0.037988275136109355,0.08098970729707483,13.011419392
0.9957795145007347,-0.020824590532140225,-0.03819595344633361,0.08081190549773941,13.0913888
0.9957811764049376,-0.021051008546838102,-0.038420861564608486,0.08062593350400832,13.17135808
0.9957811546418859,-0.021281589368934126,-0.038656830797777014,0.08045269073608903,13.251327488
0.9957832115100165,-0.021498826609900087,-0.038898963041097266,0.08025251898553018,13.331296896
0.9957872471337835,-0.021716008575751466,-0.039124509131089606,0.08003403152728217,13.411266176000002
0.995784667091186,-0.02193092387207178,-0.03941547955209207,0.07986458123531294,13.491235584
0.9957762996583062,-0.02217897785321418,-0.039725147492886505,0.0797468910796304,13.571204992
0.9957159040467863,-0.022425827878641405,-0.039980556193598485,0.08030240219756062,13.6511744
0.9955143225296077,-0.022853186465346974,-0.03982157252504914,0.08272368384222464,13.73114368
0.9953794663082296,-0.02322478969434877,-0.03973514612855871,0.08427007391559192,13.811113088
0.9952355304445322,-0.023557357098937175,-0.03976091716103978,0.08585079693174962,13.891082496
0.9950231968075375,-0.023898482981819326,-0.040095635971644374,0.08803431320857558,13.971051776
0.9942208100783769,-0.024180026849333788,-0.04068978679805809,0.09635688018501906,14.051021184
0.9931658902124564,-0.02481068794747488,-0.040530192615027834,0.10659853549022506,14.130990592000002
0.9919774065541901,-0.025616369147821023,-0.04018179140171109,0.11708992338136934,14.210959872
0.9908919805024156,-0.02613675283736064,-0.03993347168724233,0.12591771506076255,14.29092928
0.9894813016317082,-0.026263104135767747,-0.04151006717565934,0.13606585686882117,14.370898688
0.9883395992908599,-0.02677612623149403,-0.04131791278921322,0.14408575786787658,14.450867968
0.9874005548965488,-0.027190253572972185,-0.04130731862687658,0.15031480209374884,14.530837376
0.9868032152695508,-0.027527000907006556,-0.04139388412801686,0.15410459081915315,14.610806784
0.9866446412269931,-0.027725634763918944,-0.041905653012234687,0.15494372320495683,14.690776064
0.986647287397978,-0.027939222818716216,-0.04233400107632366,0.15477196920427083,14.770745472000002
0.9867343348927333,-0.02814656786104712,-0.042349514896676446,0.15417406282982432,14.850714880000002
0.9871169145159938,-0.0275187767317156,-0.040527025737191726,0.15231701870937178,14.93068416
0.986066892062373,-0.028745566088802257,-0.04068853715774662,0.15871427079078035,15.010653568
0.9847271721139861,-0.029865338946166695,-0.040733836822826885,0.16661696362529851,15.090622976
0.9842202855556689,-0.030326874855335396,-0.04098606571543647,0.1694427708088967,15.170592256
0.9839899450091756,-0.030473243501732312,-0.04182975832716869,0.17054454218653348,15.250561664
0.9837098667257012,-0.030666360583812773,-0.04293215699406674,0.17184674082124246,15.330531072
0.9836854486060467,-0.030920554465140013,-0.04299585374860984,0.1719250245680286,15.41050048
0.9837029245902559,-0.031179817761544687,-0.04304221116262665,0.1717665368317298,15.490469760000002
0.983721209347947,-0.03144571331709294,-0.043152550746389136,0.17158556686700643,15.570439168000002
0.9837465876753355,-0.031627069772855385,-0.04322318184226304,0.17138884516253408,15.650408576
0.983752909761949,-0.031874963151093935,-0.043506741400280595,0.1712348174634586,15.730377856
0.9837597713508862,-0.03208216070887672,-0.04375680524032138,0.17109292571892817,15.810347264
0.9837635296696837,-0.03230496321378838,-0.04405912200352033,0.17095174995266868,15.890316555000002
0.9837611235854206,-0.03255132320615249,-0.04435363711347841,0.17084267018015464,15.970285696
0.9837505685493757,-0.03278522430967748,-0.04466728948876692,0.1707769925823458,16.050254848
0.9837448781956488,-0.03303393932258457,-0.04502098012427962,0.17066893339242872,16.130223872000002
0.9837311394435853,-0.033241137227329284,-0.04541259973538053,0.17060412618144233,16.210193024000002
0.98372636484586,-0.03343030632301727,-0.04568594403180735,0.17052169435066597,16.290162176000003
0.9837254864456326,-0.033568249709710445,-0.04600241165065628,0.17041454765087855,16.3701312
0.9837249294734829,-0.033683683556038395,-0.04631591477833645,0.1703100367938833,16.450100352
0.9837166806578042,-0.033872248499750394,-0.04665419616174547,0.17022793236617792,16.530069504
