time,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,mag_x,mag_y,mag_z
14.610806784000001,-1.12,1.6800001,44.52,32.618831841296,9.618593350096852,987.0002384911992,-0.41515865824577775,0.22063457118882845,-0.38515864279720713
14.690776064000001,-1.54,-2.24,10.15,15.237929384196406,5.238134262542022,992.619067131271,-0.4139507250299679,0.216,-0.3839507250299679
14.770745472000002,-1.89,-0.91,-1.54,-0.1430229208016751,-16.666976118829794,997.0476743069339,-0.41274280383589185,0.216,-0.3827428038358919
14.850714880000002,-1.26,3.92,-6.37,21.28605498742736,-23.619070332495156,990.7141835037718,-0.41443024509662546,0.2198604644568212,-0.3815348838857947
14.93068416,10.85,23.8,-20.93,35.095335656354834,-11.047462949832267,988.1904664343646,-0.417519124056301,0.222,-0.381
15.010653568,-10.22,1.33,75.18,29.71419790928065,-9.619067131270967,993.6667349594484,-0.4196190595321146,0.22123808922303959,-0.381
15.090622976,-8.19,1.82,92.68,22.333255970292583,-7.571395415839678,991.7618605544529,-0.4181444998975293,0.2189111249743823,-0.38126662507685305
15.170592256,-3.22,0.35,33.39,23.428600696906518,-9.428600696906516,991.8095335656355,-0.41331282908262235,0.2177032072706556,-0.38489037818803323
15.250561664000001,-1.47,-6.23,13.09,21.571399303093482,-7.571399303093484,995.2381342625421,-0.39742930847371194,0.22352828196898808,-0.38750942732299604
15.330531072000001,-2.38,-9.17,15.4,20.19046513861322,-8.619069722773556,991.1427908316793,-0.3878621086871239,0.2265,-0.3870747321259398
15.410500480000001,-1.54,3.22,1.47,20.0,-11.428605498742737,990.0,-0.38760276787083786,0.22145335710998912,-0.3850794464258324
15.490469760000002,-1.75,3.57,-1.33,21.61906713127101,-7.952332171822472,990.8095335656355,-0.3912013997911911,0.2077291713390819,-0.3843854143304591
15.570439168000002,-1.96,2.8700001,-1.61,22.0,-8.619069722773556,991.8095348613867,-0.37429050307412687,0.2004816441746258,-0.38800917791268713
15.650408576,-0.91,3.15,-1.82,19.57139450125733,-8.190464833752443,990.3809296675049,-0.34589218786050097,0.19218981260094029,-0.38954432640974646
15.730377856,-2.03,0.84000003,-1.33,19.809533565635483,-8.0,992.4286006969064,-0.3187031660245596,0.18599107924277325,-0.39000002
15.810347264,-1.47,1.12,-1.19,20.809534861386773,-8.0,989.7618605544529,-0.29747819496539185,0.18115939832179728,-0.39000002
15.890316555000002,-1.75,0.56,-1.19,22.619067406376235,-7.190466296811883,989.0,-0.2826470251837222,0.1746470251837222,-0.3893277392401351
15.970285696000001,-2.03,0.7,-0.84000003,19.761878542354562,-8.619060728822719,989.8095303644113,-0.26573620672543385,0.15773620672543381,-0.3844960607179399
16.050254848,-2.03,0.49,-0.42000002,21.42858537678466,-9.80952845892822,992.4285853767847,-0.24340586160132996,0.1310702447701169,-0.38291609759870077
16.130223872000002,-2.45,0.14,-0.98,18.76190415214768,-8.38095207607384,990.5714281141107,-0.22916547052498534,0.10883093371903904,-0.3856672670981181
16.210193024000002,-2.17,-0.35,-0.56,22.04760380369471,-9.619041521477884,992.4285622822168,-0.2235,0.09400187485346154,-0.3885
16.290162176000003,-1.82,0.98,-0.77,22.190481144759552,-10.809518855240448,991.3809622895191,-0.2232923514171919,0.08596175708595949,-0.3880847028343838
16.3701312,-1.4,0.42000002,-1.12,19.571456925128185,-10.190485641709396,991.0,-0.22208443602335567,0.07992218011677837,-0.38566887204671135
16.450100352,-1.19,0.42000002,-1.12,19.80951115706646,-9.190488842933542,991.8095111570665,-0.22537043956738,0.07612956043262001,-0.38325304028841334
16.530069504,-2.1,0.28,-0.84000003,20.809509251552594,-10.619018503105186,993.6190185031052,-0.22566860884491446,0.07167441320907929,-0.3849941900931905
16.610038656,-1.33,0.42000002,-0.91,20.190493644769763,-10.190493644769761,993.1904936447697,-0.22338206641506977,0.06684274668065596,-0.387
16.69000768,-1.61,-0.28,-0.21000001,20.0,-9.19049844660598,992.190498446606,-0.2200055456665176,0.06176386416629394,-0.387
16.769976832,-2.8,-2.24,0.98,19.190500352135217,-10.618999295729564,991.1905003521352,-0.21758971412588565,0.05572428531471416,-0.387
16.849945984,-3.71,-5.67,6.09,14.143019490653204,-9.381006496884401,992.6189935031156,-0.2175,0.056663060206488536,-0.3916522408259541
16.929915008000002,-5.7400002,0.77,17.78,8.9525402513921,-17.904411446937377,995.4284758491648,-0.21924194895537816,0.05961292343306724,-0.39212902552231094
17.009884160000002,-0.56,1.19,34.37,3.9525562575128337,-13.524090012020533,992.7620450060102,-0.22223667460328347,0.05860554875997472,-0.3891844390079798
17.089853312000002,-10.78,4.34,56.35,1.3810263141045984,-10.381026314104599,991.1905131570524,-0.2244263953119626,0.054860419163992244,-0.38521319361200257
17.169822336,-13.09,-3.64,70.56,-45.94997607084757,-29.427576305178302,973.1913883869199,-0.22201055647152085,0.05848416534550091,-0.3840052782181664
17.249791488,-5.25,-2.8,96.88,10.996248165295768,-8.096667365601615,986.8085411861489,-0.2195947248820942,0.06571582535371742,-0.38760791267685873
17.32976064,10.15,-4.9,138.53,42.38006754593706,2.047386196299226,996.6663406748189,-0.2208211066585377,0.06567889576960449,-0.39032110665853775
17.409729664,24.43,10.22,120.68,-14.710455678249254,-26.9504914679363,996.3810545152467,-0.222,0.06264459928534864,-0.39026306407331507
