TIMESTAMP X(mg) Y(mg) Z(mg)
805153344425262464 -35 1100 76
805153344501606016 12 1055 42
805153344577949440 8 1028 38
805153344654292992 -53 1061 42
805153344730636416 -72 1073 39
805153344806979968 13 1056 75
805153344883323520 -59 1061 49
805153344959666944 28 1054 50
805153345036010496 112 1036 64
805153345112353920 -116 1032 30
805153345188697472 63 1034 74
805153345265041024 -7 986 192
805153345341384448 -47 1060 5
805153345417728000 -8 1053 59
805153345494071424 -22 1057 48
805153345570414976 -20 1055 49
805153345646758528 -18 1056 51
805153345723101952 -58 1041 1
805153345799445504 -35 1058 34
805153345875788928 9 1069 61
805153345952132480 -32 1117 -38
805153346028476032 -40 1064 65
805153346104819456 -84 1040 -86
805153346181163008 -68 1040 0
805153346257506432 -5 1001 85
805153346333849984 -2 1046 16
805153346410193536 -86 1042 0
805153346486536960 -87 1111 4
805153346562880512 -48 1068 49
805153346639223936 -13 1081 93
805153346715567488 -74 954 58
805153346791911040 -12 1063 45
805153346868254416 -26 1054 39
805153346944598272 -29 1055 39
805153347020942080 -27 1056 40
805153347097285888 -26 1057 38
805153347173629696 -28 1055 40
805153347249973632 -28 1057 40
805153347326317440 -34 1025 129
805153347402661248 -26 1035 -71
805153347479005056 -64 1010 42
805153347555348864 -60 997 40
805153347631692672 -162 1185 108
805153347708036608 -8 1070 9
805153347784380416 2 1079 24
805153347860724224 -35 1106 85
805153347937068032 -52 1071 30
805153348013411840 3 989 -16
805153348089755648 -26 1036 76
805153348166099584 -41 1077 76
805153348242443392 -77 1098 35
805153348318787200 -168 1113 0
805153348395131008 -89 1099 24
805153348471474816 17 1103 16
805153348547818624 18 1047 -13
805153348624162560 -38 1034 49
805153348700506368 -4 1050 30
805153348776850176 36 1046 2
805153348853193984 65 1021 75
805153348929537792 -37 1059 -2
805153349005881600 0 1078 65
805153349082225536 5 1057 -55
805153349158569344 -33 1096 3
805153349234913152 -1 1058 -40
805153349311256960 5 1053 23
805153349387600768 6 1087 29
805153349463944576 -35 1094 10
805153349540288512 -13 1075 8
805153349616632320 -6 1078 39
805153349692976128 -26 993 33
805153349769319936 -25 1089 -2
805153349845663744 -19 1057 36
805153349922007552 -14 1053 38
805153349998351488 35 1054 57
805153350074695296 -9 1052 30
805153350151039104 -34 1058 16
805153350227382912 24 1030 90
805153350303726720 -19 1059 29
805153350380070528 3 1060 46
805153350456414336 -19 1054 31
805153350532758272 -15 1058 30
805153350609102080 -17 1054 30
805153350685445888 -15 1057 33
805153350761789696 -17 1055 31
805153350838133504 -13 1056 29
805153350914477312 -16 1050 28
805153350990821248 -15 1057 32
805153351067165056 -17 1055 34
805153351143508864 -20 1054 32
805153351219852672 -16 1058 27
805153351296196480 -14 1057 31
805153351372540288 -16 1057 31
805153351448884224 -17 1056 32
805153351525228032 -15 1055 32
805153351601571840 -18 1056 32
805153351677915648 -16 1058 32
805153351754259456 -20 1056 32
805153351830603264 -16 1057 32
805153351906947200 -20 1056 30
805153351983291008 -26 1053 34
805153352059634816 -21 1059 28
805153352135978624 -16 1057 32
805153352212322432 -17 1055 29
805153352288666240 -16 1056 31
805153352365010176 -16 1055 31
805153352441353984 -16 1056 30
805153352517697792 -14 1051 42
805153352594041600 -25 1060 36
805153352670385408 19 1022 60
805153352746729216 -56 1066 17
805153352823073152 -2 1044 77
805153352899416960 -61 1051 57
805153352975760768 -2 1027 43
805153353052104576 -12 1039 37
805153353128448384 -32 1061 18
805153353204792192 43 1024 20
805153353281136000 -18 1011 63
805153353357479936 -52 1058 111
805153353433823744 35 1019 33
805153353510167552 -57 1065 62
805153353586511360 -2 1066 -33
805153353662855168 -16 1029 60
805153353739198976 41 1043 -2
805153353815542912 -30 1036 56
805153353891886720 113 1003 7
805153353968230496 -63 1090 86
805153354044573952 -7 1077 74
805153354120917376 -7 1069 15
805153354197260800 50 1019 35
805153354273604352 2 1056 40
805153354349947776 -32 1050 49
805153354426291200 32 1096 -9
805153354502634624 37 1041 103
805153354578978048 -8 1055 51
