TIMESTAMP X(mg) Y(mg) Z(mg)
805151445920590464 -1033 104 0
805151445996925824 -1036 92 -1
805151446073261184 -1030 101 5
805151446149596544 -1032 104 -1
805151446225931904 -1033 101 -10
805151446302267264 -1032 96 -14
805151446378602624 -1031 99 0
805151446454938112 -1033 95 8
805151446531273472 -1033 96 3
805151446607608832 -1031 96 0
805151446683944192 -1031 93 -4
805151446760279552 -1033 87 -3
805151446836614912 -1034 94 -7
805151446912950272 -1032 89 0
805151446989285632 -1031 74 -10
805151447065620992 -1033 67 -14
805151447141956352 -1033 87 -8
805151447218291840 -1027 88 4
805151447294627200 -1035 79 -5
805151447370962560 -1033 84 -10
805151447447297920 -1031 77 -5
805151447523633280 -1028 86 -13
805151447599968640 -1030 79 -32
805151447676304000 -1035 86 -16
805151447752639360 -1032 90 -20
805151447828974720 -1034 79 -20
805151447905310080 -1036 77 -21
805151447981645568 -1033 79 -23
805151448057980928 -1031 85 -16
805151448134316288 -1035 78 -25
805151448210651648 -1032 76 -26
805151448286987008 -1031 78 -28
805151448363322368 -1031 71 -24
805151448439657728 -1031 68 -25
805151448515993088 -1038 75 -32
805151448592328448 -1033 85 -19
805151448668663808 -1031 77 -21
805151448744999296 -1033 65 -35
805151448821334656 -1034 71 -28
805151448897670016 -1031 70 -23
805151448974005376 -1032 70 -28
805151449050340736 -1033 72 -35
805151449126676096 -1036 72 -28
805151449203011456 -1031 76 -22
805151449279346816 -1030 76 -31
805151449355682176 -1034 69 -32
805151449432017536 -1032 74 -31
805151449508353024 -1033 70 -17
805151449584688384 -1031 74 -23
805151449661023744 -1032 73 -31
805151449737359104 -1033 73 -21
805151449813694464 -1032 84 -10
805151449890029824 -1032 78 -9
805151449966365184 -1035 68 -22
805151450042700544 -1034 65 -27
805151450119035904 -1031 80 -36
805151450195371264 -1033 77 -34
805151450271706752 -1034 76 -20
805151450348042112 -1033 71 -18
805151450424377472 -1034 63 -23
805151450500712832 -1035 62 -22
805151450577048192 -1032 68 -24
805151450653383552 -1032 66 -21
805151450729718912 -1033 66 -21
805151450806054272 -1033 69 -30
805151450882389632 -1031 68 -28
805151450958724992 -1036 65 -24
805151451035060480 -1036 69 -27
805151451111395840 -1032 67 -30
805151451187731200 -1033 74 -22
805151451264066560 -1032 72 -26
805151451340401920 -1035 68 -26
805151451416737280 -1031 71 -34
805151451493072640 -1035 66 -27
805151451569408000 -1033 67 -25
805151451645743360 -1033 68 -36
805151451722078720 -1033 68 -32
805151451798414208 -1031 64 -21
805151451874749568 -1032 65 -35
805151451951084928 -1032 63 -28
805151452027420288 -1032 65 -28
805151452103755648 -1032 68 -21
805151452180091008 -1034 71 -18
805151452256426368 -1030 68 -31
805151452332761728 -1032 67 -25
805151452409097088 -1036 67 -23
805151452485432560 -1031 71 -27
