TIMESTAMP X(mg) Y(mg) Z(mg)
805125907078969216 -67 -10 1033
805125907155307008 -32 17 1030
805125907231644672 -38 53 1019
805125907307982464 68 -4 974
805125907384320180 12 23 1018
805125907461819648 -78 22 1193
805125907539319168 7 58 980
805125907616818816 -46 19 1018
805125907694318336 35 36 994
805125907771817856 -28 75 965
805125907849317504 -32 63 1022
805125907926817024 -9 16 1031
805125908004316544 1 79 993
805125908081816192 5 64 1004
805125908159315712 -7 63 1005
805125908236815232 3 60 1005
805125908314314880 4 60 1005
805125908391814400 -22 66 1010
805125908469313920 22 68 997
805125908546813568 2 63 1008
805125908624313088 139 64 999
805125908701812608 9 59 1003
805125908779312256 6 62 1004
805125908856811776 4 63 1004
805125908934311296 4 63 1006
805125909011810944 6 62 1003
805125909089310464 4 62 1003
805125909166809984 7 64 1003
805125909244309632 6 60 1006
805125909321809152 3 65 1005
805125909399308672 5 64 1005
805125909476808320 6 62 1002
805125909554307840 4 63 1005
805125909631807360 6 62 1004
805125909709307008 4 63 1004
805125909786806528 4 61 1005
805125909864306176 6 61 1003
805125909941805696 4 64 1004
805125910019305216 5 62 1005
805125910096804864 4 64 1004
805125910174304384 8 63 1005
805125910251803904 5 64 1005
805125910329303552 10 61 1007
805125910406803072 5 63 1004
805125910484302592 6 62 1004
805125910561802240 4 64 1002
805125910639301760 6 63 1006
805125910716801280 5 62 1003
805125910794300928 3 61 1004
805125910871800448 7 62 1004
805125910949299968 6 61 1003
805125911026799616 9 62 1006
805125911104299136 6 64 1004
805125911181798656 7 60 1003
805125911259298304 6 65 1004
805125911336797824 5 63 1002
805125911414297344 5 62 1005
805125911491796992 5 63 1004
805125911569296512 5 62 1004
805125911646796032 5 62 1003
805125911724295680 7 61 1004
805125911801795200 7 61 1004
805125911879294720 5 62 1003
805125911956794368 7 61 1005
805125912034293888 4 64 1003
805125912111793408 7 63 1000
805125912189293056 2 62 1005
805125912266792576 4 63 1005
805125912344292096 7 62 1002
805125912421791744 7 65 1004
805125912499291264 5 62 1005
805125912576790784 6 63 1005
805125912654290432 5 62 1004
805125912731789952 7 59 1003
805125912809289472 8 63 1003
805125912886789120 6 63 1002
805125912964288640 7 62 1009
805125913041788160 8 63 1008
805125913119287808 3 62 1009
805125913196787328 7 62 1009
805125913274286848 3 63 1012
805125913351786496 4 64 1011
805125913429286016 5 63 1009
805125913506785536 7 63 1010
805125913584285184 3 63 1013
805125913661784704 4 62 1011
805125913739284224 4 63 1012
805125913816783872 5 62 1011
805125913894283392 6 63 1010
805125913971783070 5 66 1011
