TIMESTAMP X(Gauss) Y(Gauss) Z(Gauss)
804351683616966272 -1.152 -0.5715 -0.456
804351683716966272 -1.149 -0.5865 -0.4545
804351683816966272 -1.152 -0.5865 -0.4545
804351683916966272 -1.155 -0.5775 -0.4515
804351684016966272 -1.152 -0.5805 -0.456
804351684116966272 -1.1535 -0.5835 -0.462
804351684216966272 -1.1535 -0.5805 -0.459
804351684316966272 -1.1535 -0.5835 -0.459
804351684416966272 -1.1385 -0.585 -0.456
804351684516966272 -1.137 -0.588 -0.453
804351684616966272 -1.1565 -0.5865 -0.4545
804351684716966272 -1.152 -0.585 -0.4545
804351684816966272 -1.149 -0.5835 -0.456
804351684916966272 -1.1475 -0.582 -0.4575
804351685016966272 -1.1505 -0.585 -0.4545
804351685116966272 -1.1415 -0.5715 -0.4515
804351685216966272 -1.1415 -0.576 -0.4515
804351685316966272 -1.158 -0.585 -0.4515
804351685416966272 -1.158 -0.582 -0.453
804351685516966272 -1.1565 -0.585 -0.453
804351685616966272 -1.152 -0.585 -0.456
804351685716966272 -1.1535 -0.585 -0.459
804351685816966272 -1.152 -0.579 -0.456
804351685916966272 -1.1505 -0.579 -0.456
804351686016966272 -1.1565 -0.585 -0.456
804351686116966272 -1.1595 -0.582 -0.459
804351686216966272 -1.155 -0.579 -0.4605
804351686316966272 -1.149 -0.579 -0.456
804351686416966272 -1.149 -0.5805 -0.453
804351686516966272 -1.152 -0.5835 -0.453
804351686616966272 -1.155 -0.588 -0.453
804351686716966272 -1.1535 -0.5865 -0.45000002
804351686816966272 -1.1505 -0.579 -0.4545
804351686916966272 -1.152 -0.579 -0.459
804351687016966272 -1.155 -0.582 -0.459
804351687116966272 -1.1535 -0.5835 -0.459
804351687216966272 -1.149 -0.585 -0.4575
804351687316966272 -1.146 -0.582 -0.4545
804351687416966272 -1.1475 -0.585 -0.453
804351687516966272 -1.1535 -0.588 -0.456
804351687616966272 -1.152 -0.582 -0.4575
804351687716966272 -1.1505 -0.5835 -0.4575
804351687816966272 -1.155 -0.5895 -0.4545
804351687916966272 -1.155 -0.5895 -0.456
804351688016966272 -1.155 -0.5835 -0.456
804351688116966272 -1.1535 -0.5775 -0.4575
804351688216966272 -1.149 -0.5805 -0.453
804351688316966272 -1.143 -0.57 -0.45000002
804351688416966272 -1.1265 -0.558 -0.4545
804351688516966272 -1.1340001 -0.5625 -0.4605
804351688616966272 -1.1505 -0.5775 -0.462
804351688716966272 -1.1445 -0.585 -0.4545
804351688816966272 -1.146 -0.582 -0.4575
804351688916966272 -1.152 -0.585 -0.459
804351689016966272 -1.137 -0.585 -0.4575
804351689116966272 -1.1355 -0.5835 -0.456
804351689216966272 -1.146 -0.585 -0.45000002
804351689316966272 -1.152 -0.588 -0.453
804351689416966272 -1.1715 -0.5895 -0.4515
804351689516966272 -1.206 -0.5895 -0.453
804351689616966272 -1.2435 -0.585 -0.453
804351689716966272 -1.275 -0.5715 -0.4545
804351689816966272 -1.2915 -0.561 -0.4545
804351689916966272 -1.3035 -0.5535 -0.45000002
804351690016966272 -1.323 -0.54150003 -0.4545
804351690116966272 -1.341 -0.5265 -0.4515
804351690216966272 -1.353 -0.519 -0.4515
804351690316966272 -1.3635 -0.507 -0.456
804351690416966272 -1.3725001 -0.4905 -0.456
804351690516966272 -1.386 -0.47100002 -0.4515
804351690616966272 -1.3965 -0.4515 -0.4515
804351690716966272 -1.398 -0.4425 -0.456
804351690816966272 -1.401 -0.441 -0.4545
804351690916966272 -1.3995 -0.4365 -0.45000002
804351691016966272 -1.4025 -0.4275 -0.4515
804351691116966272 -1.4070001 -0.426 -0.4545
804351691216966272 -1.395 -0.42450002 -0.4545
804351691316966272 -1.395 -0.4215 -0.456
804351691416966310 -1.4055 -0.423 -0.456
804351691518721664 -1.404 -0.42450002 -0.453
804351691620477056 -1.4085 -0.4185 -0.4515
804351691722232320 -1.4055 -0.411 -0.4545
804351691823987712 -1.401 -0.41550002 -0.4545
804351691925742976 -1.4025 -0.42450002 -0.4515
804351692027498368 -1.404 -0.417 -0.45000002
804351692129253632 -1.4070001 -0.3825 -0.4485
804351692231009024 -1.3905001 -0.3405 -0.4515
804351692332764288 -1.383 -0.30900002 -0.4545
804351692434519680 -1.3845 -0.282 -0.453
804351692536274944 -1.3665 -0.249 -0.4515
804351692638030336 -1.338 -0.22500001 -0.4545
804351692739785600 -1.3050001 -0.204 -0.453
804351692841540992 -1.278 -0.18450001 -0.4515
804351692943296256 -1.2645 -0.1875 -0.4515
804351693045051648 -1.2675 -0.1935 -0.45000002
804351693146806912 -1.2645 -0.19500001 -0.45000002
804351693248562304 -1.2585 -0.1935 -0.453
804351693350317568 -1.2615 -0.192 -0.4515
804351693452072960 -1.2615 -0.19500001 -0.4515
804351693553828224 -1.257 -0.186 -0.4515
804351693655583616 -1.248 -0.18 -0.4485
804351693757338880 -1.242 -0.186 -0.45000002
804351693859094272 -1.2465 -0.1875 -0.453
804351693960849536 -1.2285 -0.189 -0.4575
804351694062604928 -1.23 -0.189 -0.4545
804351694164360192 -1.2435 -0.186 -0.45000002
804351694266115584 -1.227 -0.18450001 -0.4515
804351694367870848 -1.2165 -0.189 -0.456
804351694469626240 -1.2105 -0.186 -0.456
804351694571381504 -1.2045 -0.1815 -0.4515
804351694673136896 -1.1985 -0.18 -0.453
804351694774892160 -1.188 -0.186 -0.4575
804351694876647552 -1.164 -0.1875 -0.4545
804351694978402816 -1.1355 -0.192 -0.456
804351695080158208 -1.104 -0.207 -0.4545
804351695181913472 -1.08 -0.22500001 -0.4515
804351695283668864 -1.053 -0.246 -0.45000002
804351695385424128 -1.0305 -0.264 -0.4515
804351695487179520 -1.023 -0.28350002 -0.4515
804351695588934784 -1.0095 -0.3015 -0.4545
804351695690690176 -0.9975 -0.321 -0.456
804351695792445440 -0.99300003 -0.333 -0.4545
804351695894200832 -0.996 -0.3375 -0.4515
804351695995956096 -0.99300003 -0.3345 -0.4545
804351696097711488 -0.987 -0.3285 -0.456
804351696199466752 -0.9885 -0.336 -0.453
804351696301222144 -0.999 -0.3405 -0.4545
804351696402977408 -0.9975 -0.336 -0.4545
804351696504732800 -0.999 -0.336 -0.4545
804351696606488064 -1.005 -0.333 -0.4575
804351696708243456 -1.0005 -0.336 -0.4545
804351696809998720 -1.0005 -0.33900002 -0.4545
804351696911754112 -0.9975 -0.3435 -0.4545
804351697013509376 -0.981 -0.3675 -0.456
804351697115264768 -0.987 -0.411 -0.4575
804351697217020032 -1.02 -0.459 -0.456
804351697318775424 -1.044 -0.4995 -0.453
804351697420530688 -1.0665001 -0.531 -0.453
804351697522286080 -1.095 -0.5505 -0.456
804351697624041344 -1.119 -0.5655 -0.4575
804351697725796736 -1.1235 -0.56700003 -0.4545
804351697827552000 -1.1265 -0.5655 -0.4515
804351697929307392 -1.131 -0.57 -0.4545
804351698031062656 -1.131 -0.5745 -0.456
804351698132818048 -1.125 -0.576 -0.4545
804351698234573312 -1.119 -0.5715 -0.4545
804351698336328704 -1.1175001 -0.5715 -0.45000002
804351698438083968 -1.122 -0.573 -0.45000002
804351698539839360 -1.125 -0.57 -0.453
804351698641594624 -1.125 -0.5715 -0.4545
804351698743350016 -1.122 -0.5715 -0.4545
804351698845105280 -1.119 -0.57 -0.4515
804351698946860672 -1.125 -0.57 -0.4545
804351699048615936 -1.128 -0.57 -0.459
804351699150371328 -1.1265 -0.5715 -0.459
804351699252126720 -1.125 -0.5745 -0.459
804351699353881984 -1.1295 -0.5775 -0.4575
804351699455637376 -1.128 -0.576 -0.4575
804351699557392640 -1.1265 -0.5715 -0.456
804351699659148032 -1.131 -0.5685 -0.453
804351699760903296 -1.1325 -0.564 -0.4545
804351699862658688 -1.1355 -0.5685 -0.4575
804351699964413952 -1.14 -0.573 -0.456
804351700066169344 -1.14 -0.5715 -0.456
804351700167924608 -1.1475 -0.576 -0.4575
804351700269680000 -1.158 -0.579 -0.4575
804351700371435264 -1.1715 -0.579 -0.459
804351700473190656 -1.1895 -0.5775 -0.4575
804351700574945920 -1.2030001 -0.5745 -0.4575
804351700676701312 -1.212 -0.579 -0.456
804351700778456576 -1.233 -0.5865 -0.4515
804351700880211968 -1.251 -0.5895 -0.4485
804351700981967232 -1.26 -0.6 -0.4515
804351701083722624 -1.2705001 -0.606 -0.4515
804351701185477888 -1.2735 -0.6045 -0.435
804351701287233280 -1.2975 -0.6075 -0.426
804351701388988544 -1.344 -0.6105 -0.423
804351701490743936 -1.374 -0.612 -0.414
804351701592499200 -1.419 -0.609 -0.3975
804351701694254592 -1.4865 -0.597 -0.36900002
804351701796009856 -1.5675 -0.591 -0.3105
804351701897765248 -1.6365 -0.579 -0.237
804351701999520512 -1.668 -0.57 -0.189
804351702101275904 -1.689 -0.5625 -0.1395
804351702203031168 -1.7115 -0.564 -0.0855
804351702304786560 -1.7205 -0.579 -0.063
804351702406541824 -1.7145001 -0.585 -0.052500002
804351702508297216 -1.7115 -0.594 -0.0405
804351702610052480 -1.713 -0.60150003 -0.033
804351702711807812 -1.713 -0.5955 -0.036
804351702813516032 -1.713 -0.594 -0.0375
804351702915224192 -1.716 -0.597 -0.0345
804351703016932480 -1.7205 -0.591 -0.033
804351703118640640 -1.7235 -0.579 -0.0285
804351703220348928 -1.725 -0.57 -0.024
804351703322057088 -1.7235 -0.5715 -0.0285
804351703423765376 -1.7235 -0.5775 -0.033
804351703525473536 -1.722 -0.579 -0.039
804351703627181696 -1.7175 -0.573 -0.027
804351703728889984 -1.7205 -0.57 0.0015
804351703830598144 -1.728 -0.576 0.0495
804351703932306432 -1.7025 -0.5715 0.138
804351704034014592 -1.6620001 -0.5745 0.2415
804351704135722880 -1.6035 -0.59250003 0.3255
804351704237431040 -1.5165 -0.5985 0.3885
804351704339139200 -1.44 -0.60150003 0.4335
804351704440847488 -1.386 -0.606 0.453
804351704542555648 -1.347 -0.6105 0.462
804351704644263936 -1.3215001 -0.6105 0.4665
804351704745972096 -1.2915 -0.597 0.47100002
804351704847680384 -1.269 -0.591 0.48000002
804351704949388544 -1.2615 -0.59250003 0.4785
804351705051096704 -1.2555 -0.59250003 0.48000002
804351705152804992 -1.248 -0.597 0.4845
804351705254513152 -1.242 -0.6 0.48000002
804351705356221440 -1.2405 -0.5955 0.4815
804351705457929600 -1.2405 -0.59250003 0.483
804351705559637888 -1.2405 -0.5955 0.48000002
804351705661346048 -1.239 -0.5985 0.4815
804351705763054208 -1.227 -0.5955 0.4845
804351705864762496 -1.2285 -0.5955 0.489
804351705966470656 -1.2375 -0.588 0.4875
804351706068178944 -1.23 -0.582 0.4815
804351706169887104 -1.2255 -0.59250003 0.47550002
804351706271595392 -1.221 -0.6075 0.47550002
804351706373303552 -1.221 -0.6225 0.477
804351706475011840 -1.1655 -0.62700003 0.4665
804351706576720000 -1.0815 -0.6195 0.456
804351706678428160 -1.053 -0.6135 0.456
804351706780136448 -1.026 -0.612 0.45000002
804351706881844608 -0.9735 -0.609 0.4275
804351706983552896 -0.906 -0.606 0.393
804351707085261056 -0.834 -0.5955 0.342
804351707186969344 -0.7845 -0.582 0.28350002
804351707288677504 -0.7485 -0.588 0.228
804351707390385664 -0.7155 -0.5985 0.1425
804351707492093952 -0.7005 -0.603 0.0705
804351707593802112 -0.6855 -0.591 0.042
804351707695510400 -0.67800003 -0.582 0.0285
804351707797218560 -0.6705 -0.5775 0.030000001
804351707898926848 -0.672 -0.582 0.0315
804351708000635008 -0.6885 -0.5985 0.0285
804351708102343168 -0.6885 -0.591 0.0285
804351708204051456 -0.69 -0.591 0.0225
804351708305759616 -0.693 -0.6 0.003
804351708407467904 -0.696 -0.606 -0.0345
804351708509176064 -0.7065 -0.6135 -0.084
804351708610884352 -0.723 -0.61800003 -0.1305
804351708712592512 -0.747 -0.6195 -0.18
804351708814300672 -0.774 -0.6225 -0.2325
804351708916008960 -0.801 -0.6165 -0.276
804351709017717120 -0.84000003 -0.609 -0.315
804351709119425408 -0.8835 -0.59250003 -0.357
804351709221133568 -0.933 -0.5835 -0.393
804351709322841856 -0.99 -0.597 -0.4125
804351709424550016 -1.062 -0.5955 -0.435
804351709526258176 -1.143 -0.582 -0.459
804351709627966464 -1.179 -0.582 -0.4545
804351709729674624 -1.1805 -0.5985 -0.4395
804351709831382912 -1.173 -0.61800003 -0.435
804351709933091072 -1.164 -0.6135 -0.4395
804351710034799360 -1.1595 -0.6075 -0.44550002
804351710136507520 -1.152 -0.612 -0.4425
804351710238215680 -1.1445 -0.594 -0.45000002
804351710339923968 -1.143 -0.5775 -0.456
804351710441632128 -1.14 -0.5805 -0.4515
804351710543340416 -1.1415 -0.5835 -0.45000002
804351710645048576 -1.14 -0.5865 -0.4515
804351710746756864 -1.1355 -0.585 -0.4545
804351710848465024 -1.1385 -0.5835 -0.4545
804351710950173184 -1.143 -0.588 -0.453
804351711051881472 -1.1415 -0.5865 -0.453
804351711153589632 -1.14 -0.579 -0.4515
804351711255297920 -1.1355 -0.5775 -0.4515
804351711357006080 -1.1355 -0.582 -0.453
804351711458714368 -1.1385 -0.582 -0.453
804351711560422528 -1.131 -0.579 -0.4515
804351711662130688 -1.1265 -0.588 -0.4515
804351711763838976 -1.131 -0.6045 -0.4485
804351711865547136 -1.1325 -0.639 -0.4335
804351711967255424 -1.1355 -0.711 -0.3885
804351712068963584 -1.137 -0.78000003 -0.333
804351712170671872 -1.1295 -0.834 -0.2745
804351712272380036 -1.116 -0.861 -0.2145
804351712374120704 -1.119 -0.897 -0.075
804351712475861376 -1.125 -0.924 0.069
804351712577602176 -1.1115 -0.9105 0.12900001
804351712679342848 -1.122 -0.8955 0.18450001
804351712781083648 -1.14 -0.8835 0.2175
804351712882824320 -1.1340001 -0.882 0.222
804351712984565120 -1.1295 -0.882 0.222
804351713086305792 -1.1265 -0.8805 0.222
804351713188046592 -1.122 -0.8775 0.2265
804351713289787264 -1.1265 -0.8685 0.23550001
804351713391528064 -1.1295 -0.8565 0.2625
804351713493268736 -1.1355 -0.8295 0.3075
804351713595009536 -1.1415 -0.7575 0.3795
804351713696750208 -1.1385 -0.6735 0.44550002
804351713798491008 -1.1355 -0.6135 0.474
804351713900231680 -1.137 -0.5715 0.4905
804351714001972480 -1.146 -0.543 0.498
804351714103713152 -1.1475 -0.51 0.507
804351714205453952 -1.1595 -0.47100002 0.5145
804351714307194624 -1.1745 -0.435 0.5205
804351714408935424 -1.158 -0.39450002 0.519
804351714510676096 -1.1505 -0.3615 0.513
804351714612416896 -1.1655 -0.342 0.513
804351714714157568 -1.182 -0.318 0.5145
804351714815898368 -1.194 -0.306 0.519
804351714917639040 -1.1955 -0.3015 0.51600003
804351715019379840 -1.1805 -0.294 0.5145
804351715121120512 -1.176 -0.279 0.513
804351715222861184 -1.182 -0.261 0.5055
804351715324601984 -1.1775 -0.2415 0.498
804351715426342656 -1.1745 -0.222 0.49650002
804351715528083456 -1.1715 -0.2115 0.49650002
804351715629824128 -1.1685001 -0.204 0.489
804351715731564928 -1.1655 -0.2055 0.4845
804351715833305600 -1.1655 -0.2025 0.4875
804351715935046400 -1.164 -0.198 0.4875
804351716036787072 -1.164 -0.1875 0.483
804351716138527872 -1.1655 -0.1485 0.462
804351716240268544 -1.1625 -0.096 0.441
804351716342009344 -1.1655 -0.048 0.411
804351716443750016 -1.161 0.0015 0.3675
804351716545490816 -1.1655 0.048 0.318
804351716647231488 -1.1805 0.09 0.25800002
804351716748972288 -1.1895 0.117 0.198
804351716850712960 -1.1955 0.1365 0.15
804351716952453760 -1.188 0.1575 0.084
804351717054194432 -1.1745 0.1605 0.0
804351717155935232 -1.17 0.1425 -0.0825
804351717257675904 -1.1715 0.141 -0.1245
804351717359416704 -1.1775 0.1365 -0.1335
804351717461157376 -1.173 0.1275 -0.1365
804351717562898176 -1.1625 0.1215 -0.147
804351717664638848 -1.158 0.120000005 -0.156
804351717766379520 -1.1475 0.1215 -0.162
804351717868120320 -1.143 0.120000005 -0.165
804351717969860992 -1.1415 0.1095 -0.183
804351718071601792 -1.1340001 0.0765 -0.237
804351718173342464 -1.1205 0.018 -0.30900002
804351718275083264 -1.119 -0.066 -0.3885
804351718376823936 -1.119 -0.1365 -0.429
804351718478564736 -1.128 -0.1785 -0.447
804351718580305408 -1.1415 -0.216 -0.462
804351718682046208 -1.1535 -0.252 -0.4695
804351718783786880 -1.158 -0.273 -0.4785
804351718885527680 -1.152 -0.3045 -0.4845
804351718987268352 -1.149 -0.351 -0.486
804351719089009152 -1.146 -0.408 -0.4875
804351719190749824 -1.1505 -0.4665 -0.4845
804351719292490624 -1.1685001 -0.5025 -0.4815
804351719394231296 -1.1865 -0.5295 -0.474
804351719495972096 -1.2015 -0.54150003 -0.4665
804351719597712768 -1.2030001 -0.537 -0.4695
804351719699453568 -1.1895 -0.549 -0.468
804351719801194240 -1.179 -0.57 -0.456
804351719902935040 -1.182 -0.5685 -0.4575
804351720004675712 -1.1715 -0.555 -0.4605
804351720106416512 -1.167 -0.564 -0.456
804351720208157184 -1.1715 -0.576 -0.4545
804351720309897984 -1.167 -0.576 -0.459
804351720411638656 -1.155 -0.5745 -0.459
804351720513379328 -1.149 -0.5745 -0.4575
804351720615120128 -1.1505 -0.576 -0.459
804351720716860800 -1.149 -0.576 -0.456
804351720818601600 -1.1445 -0.5775 -0.453
804351720920342272 -1.1415 -0.5805 -0.456
804351721022083072 -1.113 -0.576 -0.453
804351721123823744 -1.0785 -0.558 -0.4485
804351721225564544 -1.0815 -0.5535 -0.4515
804351721327305216 -1.095 -0.564 -0.453
804351721429046016 -1.101 -0.5625 -0.456
804351721530786688 -1.0995001 -0.5625 -0.4545
804351721632527488 -1.1055 -0.564 -0.4515
804351721734268160 -1.113 -0.564 -0.45000002
804351721836008960 -1.1145 -0.5685 -0.4485
804351721937749632 -1.113 -0.57 -0.4515
804351722039490456 -1.1145 -0.5685 -0.4545
804351722141207680 -1.1175001 -0.564 -0.4515
804351722242924928 -1.1175001 -0.564 -0.4545
804351722344642176 -1.107 -0.5685 -0.4605
804351722446359424 -1.0935 -0.564 -0.459
804351722548076672 -1.1025 -0.5655 -0.4545
804351722649793920 -1.116 -0.5685 -0.456
804351722751511168 -1.122 -0.5715 -0.4545
804351722853228544 -1.1205 -0.5715 -0.453
804351722954945792 -1.119 -0.57 -0.453
804351723056663030 -1.1205 -0.57 -0.4515
